id,name,artist,spotify_id,preview,img,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,acousticness_artist,danceability_artist,energy_artist,instrumentalness_artist,liveness_artist,speechiness_artist,valence_artist
75,Wolves (feat. Post Malone),Big Sean,33gwZOGJWEZ7dRWPqPxBEZ,,https://i.scdn.co/image/ab67616d0000b273b1b3fdd23be4c158d4d2c32f,0.724,0.675,-5.267,0.0867,0.0978,9.41E-06,0.351,0.325,0.148856748,0.683203252,0.670739837,0.001423919,0.23474878,0.208773984,0.450392683
76,Dior,Pop Smoke,79s5XnCN4TJKTVMSmOx8Ep,,https://i.scdn.co/image/ab67616d0000b2738fe5d04b06aff90f9fe796f5,0.548,0.805,-5.732,0.351,0.212,0.000389,0.408,0.648,0.19152,0.675142857,0.702685714,0.000194162,0.247668571,0.280102857,0.490228571
77,Got It On Me,Pop Smoke,25zlnOAzbVoOzIeXSvQFf1,,https://i.scdn.co/image/ab67616d0000b27377ada0863603903f57b34369,0.688,0.647,-7.258,0.19,0.00815,1.65E-05,0.095,0.195,0.19152,0.675142857,0.702685714,0.000194162,0.247668571,0.280102857,0.490228571
78,Clean White Noise - Loopable with no fade,Erik Eriksson,2bRKxuH1o7pTmb1y4GfdEc,https://p.scdn.co/mp3-preview/a97b75141d35d8a720c95ec18996b242b93d4e63?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273a9c080fdc40e78a4b81e0520,0,0.00342,-28.46,0,0.791,1,0.111,0,0.83,0,0.002696667,1,0.111,0,0
79,Tap In,Saweetie,4Hpib09wXgD84w4uwTPnYD,https://p.scdn.co/mp3-preview/1b69a77fd5604b9fbed302f3915b2c279cc97f1d?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273a2e401d7c502d86ae39e5278,0.954,0.696,-7.117,0.204,0.00576,0.000498,0.0754,0.432,0.020733429,0.903142857,0.688428571,0,0.088928571,0.232142857,0.637428571
80,Lose Control,MEDUZA,7CHi4DtfK4heMlQaudCuHK,,https://i.scdn.co/image/ab67616d0000b273d43c59e52d6a8032a4e27fc4,0.598,0.526,-8.659,0.0415,0.129,0,0.14,0.529,0.32525,0.415,0.5955,0.39,0.1129,0.03865,0.571
81,Hate The Other Side (with Marshmello & The Kid Laroi),Juice WRLD,0ada5XsQGLPUVbmTCkAP49,,https://i.scdn.co/image/ab67616d0000b2733e0698e4ae5ffb82a005aeeb,0.701,0.65,-6.313,0.104,0.291,0,0.112,0.647,0.182277287,0.682272727,0.619776224,0.001967662,0.225991608,0.170968531,0.449958042
82,Runnin,21 Savage,5SWnsxjhdcEDc7LJjq9UHk,https://p.scdn.co/mp3-preview/5d0e6ec55530f3b250ee82c077760754efba3b20?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273ed3a4b6dd53a2055bd2053b9,0.819,0.626,-4.574,0.202,0.00748,0.101,0.167,0.415,0.123776734,0.791886076,0.551607595,0.015091409,0.178807595,0.284291139,0.332216456
83,Say You Won't Let Go,James Arthur,5uCax9HTNlzGybIStD3vDh,https://p.scdn.co/mp3-preview/00825cb1779b31d68964eda6f2a7911fc2ae96c6?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27320beb61f61fcbeb33b10a9ab,0.358,0.557,-7.398,0.059,0.695,0,0.0902,0.494,0.46446875,0.45378125,0.54865625,3.43E-06,0.135084375,0.05450625,0.33528125
84,DOLLAZ ON MY HEAD (feat. Young Thug),Gunna,3nS9a01VvXHQriLqJYwRqG,https://p.scdn.co/mp3-preview/c0faf724612433e6a6c2f76047a18165151d0141?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273d7547a7624116ac5f8a51fd2,0.825,0.458,-7.47,0.0577,0.114,0,0.102,0.161,0.165957934,0.828586777,0.569198347,0.000202646,0.157354545,0.229039669,0.479495868
85,Mr. Right Now (feat. Drake),21 Savage,4Q34FP1AT7GEl9oLgNtiWj,https://p.scdn.co/mp3-preview/326f0913ac1d2852c806436f6d49deac449d7383?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273ed3a4b6dd53a2055bd2053b9,0.647,0.667,-5.563,0.304,0.231,0,0.133,0.704,0.123776734,0.791886076,0.551607595,0.015091409,0.178807595,0.284291139,0.332216456
86,Star Shopping,Lil Peep,30bqVoKjX479ab90a8Pafp,https://p.scdn.co/mp3-preview/dfa622258468d3ec9c71bab0272f9164cc2d0af5?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273e813c020ab6245eae154ec16,0.585,0.471,-9.934,0.0616,0.0967,0.0184,0.115,0.323,0.119916155,0.569647059,0.610482353,0.026742352,0.186977647,0.065087059,0.272832941
87,WHATS POPPIN,Jack Harlow,1jaTQ3nqY3oAAYyCTbIvnM,https://p.scdn.co/mp3-preview/3e2084d3a833ec4504c6c14f364d7a1ce37790c5?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27305a448540b069450ccfba889,0.923,0.604,-6.671,0.245,0.017,0,0.272,0.826,0.058266667,0.853066667,0.5948,0.000622991,0.131326667,0.164186667,0.592133333
88,21,Polo G,3JKgcAa7r07ocVWcV8bS0H,https://p.scdn.co/mp3-preview/f0b39635838ecaaed12aaca593133ffabb348b05?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273339f780dfdbc38558ea0761d,0.783,0.479,-10.646,0.541,0.149,0,0.101,0.533,0.131391579,0.758017544,0.548561404,7.89E-06,0.110333333,0.371736842,0.420964912
89,Blueberry Faygo,Lil Mosey,6wJYhPfqk3KGhHRG76WzOh,,https://i.scdn.co/image/ab67616d0000b273ab3f9995f4f3a83e0591c940,0.774,0.554,-7.909,0.0383,0.207,0,0.132,0.349,0.253296,0.72204,0.61584,0,0.146816,0.069008,0.46824
90,hot girl bummer,blackbear,2mt1IqcFyY1zmYZT8Q3xw9,,https://i.scdn.co/image/ab67616d0000b2730b7c6d46885f7434c99e6d8b,0.782,0.559,-7.106,0.0767,0.125,0,0.385,0.685,0.223598158,0.674013158,0.559828947,1.09E-05,0.197578947,0.091889474,0.481078947
91,my ex's best friend (with blackbear),Machine Gun Kelly,7kDUspsoYfLkWnZR7qwHZl,,https://i.scdn.co/image/ab67616d0000b273d4d4929a3a86fe2f9fadbd42,0.731,0.675,-5.134,0.0434,0.00473,0,0.141,0.298,0.078171877,0.683851852,0.732765432,0.004140788,0.169664198,0.133093827,0.368375309
92,when the party's over,Billie Eilish,43zdsphuZLzwA9k4DJhU0I,,https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce,0.367,0.111,-14.084,0.0972,0.978,3.97E-05,0.0897,0.198,0.627382535,0.620577465,0.35304507,0.097906548,0.17143662,0.135860563,0.259249296
93,All of Me,John Legend,3U4isOIWM3VvDubwSI3y7a,https://p.scdn.co/mp3-preview/488c53471e56ff9f629652691444438951e880bb?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27394c9217a398f5174757c0c78,0.422,0.264,-7.064,0.0322,0.922,0,0.132,0.331,0.372033474,0.547448718,0.589320513,2.51E-05,0.207873077,0.086073077,0.4362
94,Hello (feat. A Boogie Wit da Hoodie),Pop Smoke,2r6OAV3WsYtXuXjvJ1lIDi,,https://i.scdn.co/image/ab67616d0000b27346e1307c35579c3483ea7b03,0.905,0.647,-5.065,0.107,0.0187,0,0.282,0.367,0.19152,0.675142857,0.702685714,0.000194162,0.247668571,0.280102857,0.490228571
95,"10,000 Hours (with Justin Bieber)",Dan + Shay,2wrJq5XKLnmhRXHIAf9xBa,https://p.scdn.co/mp3-preview/a3e97b632968fe644ea13d758629e50b26d12c3d?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27386953b1cbaa29e477db0b479,0.654,0.63,-4.644,0.0259,0.153,0,0.111,0.43,0.276267458,0.543135593,0.661372881,1.93E-06,0.170030508,0.036189831,0.508
96,feel something,Bea Miller,7JDWhC422Gtk1Bq0mL3OTC,,https://i.scdn.co/image/ab67616d0000b27337b16e42d8ac8413bb2dc6ed,0.74,0.415,-8.914,0.0707,0.242,0.000156,0.319,0.156,0.26086,0.643714286,0.544952381,0.000288995,0.304857143,0.071457143,0.429142857
97,Shape of You,Ed Sheeran,7qiZfU4dY1lWllzX7mPBI3,https://p.scdn.co/mp3-preview/84462d8e1e4d0f9e5ccd06f0da390f65843774a2?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273ba5db46f4b838ef6027e6f96,0.825,0.652,-3.183,0.0802,0.581,0,0.0931,0.931,0.422231006,0.660441558,0.503588312,0.000238144,0.176191558,0.077593506,0.508474026
98,Senorita,Shawn Mendes,0TK2YIli7K1leLovkQiNik,,https://i.scdn.co/image/ab67616d0000b273e6095c382c2853667c1623eb,0.759,0.54,-6.039,0.0287,0.037,0,0.0945,0.75,0.321609667,0.614466667,0.602883333,1.98E-06,0.130418333,0.076721667,0.53185
99,Life Is Good (feat. Drake),Future,5yY9lUy8nbvjM1Uyo1Uqoc,https://p.scdn.co/mp3-preview/79199a9ab949b5803197efb455c224299d7d5949?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2738a01c7b77a34378a62f46402,0.676,0.609,-5.831,0.481,0.0706,0,0.152,0.508,0.042,0.442,0.953,0,0.206,0.326,0.432
100,exile (feat. Bon Iver),Taylor Swift,4pvb0WLRcMtbPGmtejJJ6y,,https://i.scdn.co/image/ab67616d0000b27395f754318336a07e85ec59bc,0.298,0.38,-8.426,0.0287,0.778,5.62E-05,0.11,0.152,0.179621172,0.604399002,0.637630923,0.000451794,0.154198504,0.052562594,0.430920698
101,Chicago Freestyle (feat. Giveon),Drake,4wVOKKEHUJxHCFFNUWDn0B,,https://i.scdn.co/image/ab67616d0000b273bba7cfaf7c59ff0898acba1f,0.735,0.449,-7.507,0.347,0.629,0,0.113,0.0397,0.908675676,0.424243243,0.306054054,0.000270235,0.244551351,0.111381081,0.435297297
102,Dancing With A Stranger (with Normani),Sam Smith,6Qs4SXO9dwPj5GKvVOv8Ki,,https://i.scdn.co/image/ab67616d0000b2733b52eca47232bedfbb5e9443,0.741,0.52,-7.513,0.0656,0.45,1.97E-06,0.222,0.347,0.515147042,0.541591549,0.456225352,0.005960549,0.158698592,0.057243662,0.331740845
103,It's You,Ali Gatie,5DqdesEfbRyOlSS3Tf6c29,https://p.scdn.co/mp3-preview/1219afc55c445aa7c2776f6389a361a4fb55b570?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27350a744f0ef5c3e260d9de720,0.732,0.463,-6.972,0.0287,0.374,0,0.194,0.397,0.505777778,0.704888889,0.481333333,7.59E-07,0.114844444,0.083611111,0.375444444
104,OUT WEST (feat. Young Thug),JACKBOYS,6gi6y1xwmVszDWkUqab1qw,https://p.scdn.co/mp3-preview/e27985662ccbc644b64f49042d3d2b73b0bfc4e4?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273dfc2f59568272de50a257f2f,0.802,0.591,-4.895,0.225,0.0104,0,0.196,0.309,0.071475,0.7245,0.61525,3.65E-06,0.20675,0.2253,0.386
105,Maniac,Conan Gray,6KfoDhO4XUWSbnyKjNp9c4,,https://i.scdn.co/image/ab67616d0000b27388e3cda6d29b2552d4d6bc43,0.628,0.639,-5.46,0.0435,0.00162,0,0.354,0.493,0.3140825,0.570625,0.591375,5.40E-06,0.14340625,0.0765375,0.4666875
106,Pumped Up Kicks,Foster The People,7w87IxuO7BDcJ3YUqCyMTT,https://p.scdn.co/mp3-preview/db83e69f4ef8a49f5b77e367f7031cc3bcc41b1a?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273c03f8ef4160b2a3b72dd407d,0.733,0.71,-5.849,0.0292,0.145,0.115,0.0956,0.965,0.059569231,0.633692308,0.825025641,0.012816824,0.225061538,0.054115385,0.581923077
107,"thank u, next",Ariana Grande,3e9HZxeyfWwjeyPAMmWSSQ,,https://i.scdn.co/image/ab67616d0000b27356ac7b86e090f307e218e9c8,0.717,0.653,-5.634,0.0658,0.229,0,0.101,0.412,0.228658471,0.628872611,0.608917197,0.001027057,0.200320382,0.088202548,0.459279618
108,Everybody Dies In Their Nightmares,XXXTENTACION,3GVkPk8mqxz0itaAriG1L7,https://p.scdn.co/mp3-preview/5ba73af0f120ffd16a2081a3ea6b0a502b296c42?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273203c89bd4391468eea4cc3f5,0.734,0.57,-7.066,0.133,0.847,2.14E-05,0.112,0.689,0.39909875,0.69875,0.471470313,0.030968247,0.157910938,0.167740625,0.422034375
109,Conversations,Juice WRLD,4K06PO78fW4mnBVenxGNob,,https://i.scdn.co/image/ab67616d0000b2733e0698e4ae5ffb82a005aeeb,0.747,0.622,-5.825,0.0838,0.176,0,0.151,0.57,0.182277287,0.682272727,0.619776224,0.001967662,0.225991608,0.170968531,0.449958042
110,Righteous,Juice WRLD,5dOxHHMOFAbG3VH23t0xNm,,https://i.scdn.co/image/ab67616d0000b2733e0698e4ae5ffb82a005aeeb,0.706,0.625,-7.426,0.0314,0.0417,0,0.129,0.225,0.182277287,0.682272727,0.619776224,0.001967662,0.225991608,0.170968531,0.449958042
111,We Paid (feat. 42 Dugg),Lil Baby,6gxKUmycQX7uyMwJcweFjp,,https://i.scdn.co/image/ab67616d0000b27376a4577dd654bf457a4ad1f8,0.926,0.542,-5.064,0.293,0.135,0,0.0877,0.564,0.098258116,0.780530488,0.586073171,1.27E-05,0.15972622,0.261501829,0.403789024
112,The Scientist,Coldplay,75JFxkI2RXiU7L9VXzMkle,https://p.scdn.co/mp3-preview/95cb9df1b056d759920b5e85ad7f9aff0a390671?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273ad6f442ecac8735b9285a923,0.56,0.442,-7.224,0.0243,0.727,1.71E-05,0.11,0.212,0.218018387,0.442490323,0.593045161,0.130123586,0.18259871,0.035403226,0.234016774
113,Thunder,Imagine Dragons,1zB4vmk8tFRmM9UULNzbLB,,https://i.scdn.co/image/ab67616d0000b2735675e83f707f1d7271e5cf8a,0.605,0.822,-4.833,0.0438,0.00671,0.134,0.147,0.288,0.145981077,0.521760684,0.715290598,0.012033914,0.211565812,0.061509402,0.370360684
114,Bruises,Lewis Capaldi,4Of7rzpRpV1mWRbhp5rAqG,,https://i.scdn.co/image/ab67616d0000b273fc2101e6889d6ce9025f85f2,0.736,0.308,-7.83,0.0677,0.946,0,0.186,0.361,0.642846667,0.594633333,0.4497,0,0.14052,0.043393333,0.327333333
115,Savage Remix (feat. Beyonce),Megan Thee Stallion,5v4GgrXPMghOnBBLmveLac,https://p.scdn.co/mp3-preview/82b86052d5cfa3802d47b4ee63036d2bfeb86525?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2739e1cf949785e00f925be7713,0.822,0.743,-4.772,0.28,0.016,0,0.127,0.636,0.037063842,0.823763158,0.691368421,1.98E-06,0.186757895,0.272421053,0.518315789
116,July,Noah Cyrus,6J2LdBN97cDWn0MLxYh9HB,https://p.scdn.co/mp3-preview/ab4354e7df7fcf4ddb61654fe406629f9353c655?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2737f66b73bd6e86f4c8d2a7692,0.708,0.186,-8.953,0.042,0.868,0,0.0779,0.322,0.488208737,0.617789474,0.478315789,0.000554605,0.135973684,0.0453,0.371473684
117,Closer,The Chainsmokers,7BKLCZ1jbUBVqRi2FVlTVw,https://p.scdn.co/mp3-preview/8d3df1c64907cb183bff5a127b1525b530992afb?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273495ce6da9aeb159e94eaa453,0.748,0.524,-5.599,0.0338,0.414,0,0.111,0.661,0.105685,0.605326087,0.69273913,0.035612365,0.149045652,0.061326087,0.386626087
118,No Guidance (feat. Drake),Chris Brown,6XHVuErjQ4XNm6nDPVCxVX,https://p.scdn.co/mp3-preview/7c3bc7b4d1741a001463b570fe29f922d9c42bd6?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2739e588b0c2afe8178b2b76231,0.698,0.454,-6.756,0.151,0.123,0,0.155,0.137,0.101892438,0.660851064,0.640302128,7.83E-05,0.17256383,0.130031489,0.486374468
119,Ballin' (with Roddy Ricch),Mustard,3QzAOrNlsabgbMwlZt7TAY,,https://i.scdn.co/image/ab67616d0000b27393b1e96fad758869d0974162,0.809,0.545,-6.678,0.0735,0.392,0,0.151,0.244,0.141975217,0.786,0.549782609,2.99E-05,0.198952174,0.147782609,0.3598
120,Jangueo,Alex Rose,1bRpSCFv6P2OUhciByeRYR,https://p.scdn.co/mp3-preview/62476cc4582d2552deb24a7f4a8c85d2e31ea433?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273462c6ba1c246cc8aeb62086c,0.861,0.678,-4.157,0.0536,0.253,2.42E-05,0.106,0.723,0.4265,0.72525,0.70075,8.08E-06,0.2095,0.109075,0.62175
121,Bandit (with YoungBoy Never Broke Again),Juice WRLD,6Gg1gjgKi2AK4e0qzsR7sd,,https://i.scdn.co/image/ab67616d0000b2735b4bee4c0dfe7f1ec4b2cc6d,0.474,0.631,-5.884,0.343,0.0687,0,0.132,0.425,0.182277287,0.682272727,0.619776224,0.001967662,0.225991608,0.170968531,0.449958042
122,Pa' Olvidarme De Ella,Piso 21,1cVlW9WQiGlFdWUXFdFZGh,https://p.scdn.co/mp3-preview/616028fe8445d19c25adb9a947947095be9bf0df?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27326dfdcfae1c961172197a362,0.728,0.542,-5.195,0.0514,0.259,0,0.136,0.637,0.18116,0.7906,0.7754,7.18E-06,0.0907,0.0779,0.7136
123,Boy With Luv (feat. Halsey),BTS,5KawlOMHjWeUjQtnuRs22c,https://p.scdn.co/mp3-preview/d16797fb391fb909f3c46454d7cf89a2718f8171?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27329d00196831bec20ebbff5c7,0.645,0.862,-4.757,0.0965,0.0923,0,0.192,0.798,0.099350444,0.614798387,0.786451613,4.37E-05,0.202608065,0.128514919,0.533369355
124,Mariposa,Peach Tree Rascals,4ja2gzrNh9VNigzoXfmbwD,,https://i.scdn.co/image/ab67616d0000b273180bec60ad04205a903e4441,0.676,0.525,-5.88,0.028,0.617,0,0.356,0.421,0.31895,0.773,0.556,1.59E-06,0.2224,0.0343,0.6175
125,Photograph,Ed Sheeran,1HNkqx9Ahdgi1Ixy2xkKkL,https://p.scdn.co/mp3-preview/097c7b735ceb410943cbd507a6e1dfda272fd8a8?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27313b3e37318a0c247b550bccd,0.614,0.379,-10.48,0.0476,0.607,0.000464,0.0986,0.201,0.422231006,0.660441558,0.503588312,0.000238144,0.176191558,0.077593506,0.508474026
126,24 (feat. Lil Baby),Money Man,7v96VvFLS0wSYT8kewNLRy,https://p.scdn.co/mp3-preview/68dc4bee21496255fa448901188c8111b48dc0a7?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273857c40ebfcf12f3377e1daf1,0.868,0.638,-7.746,0.0736,0.146,0.0565,0.0931,0.459,0.0265,0.842,0.715,0.0554,0.0831,0.0913,0.428
127,Thinking out Loud,Ed Sheeran,34gCuhDGsG4bRPIf9bb02f,https://p.scdn.co/mp3-preview/7fba47d0806142cb34ad2080a5f139eba915fe05?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27313b3e37318a0c247b550bccd,0.781,0.445,-6.061,0.0295,0.474,0,0.184,0.591,0.422231006,0.660441558,0.503588312,0.000238144,0.176191558,0.077593506,0.508474026
128,Hips Don't Lie (feat. Wyclef Jean),Shakira,3ZFTkvIE7kyPt6Nu3PEa7V,https://p.scdn.co/mp3-preview/3859547944f57cfb7b996f6551148c9467889d4b?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27327ddd747545c0d0cfe7595fa,0.778,0.824,-5.892,0.0712,0.284,0,0.405,0.756,0.228166408,0.724394366,0.689205634,0.007968158,0.144857042,0.051866197,0.625767606
129,Starboy,The Weeknd,7MXVkk9YMctZqd1Srtv4MB,,https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452,0.679,0.587,-7.015,0.276,0.141,6.35E-06,0.137,0.486,0.271439469,0.574808163,0.607873469,0.010594388,0.201727755,0.086811429,0.305189388
130,Flex (feat. Juice WRLD),Polo G,2QqJTIlGKRLJC3onkavYEz,https://p.scdn.co/mp3-preview/d77be6d1c00000c41d21a17034078a30d92ba4fe?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273339f780dfdbc38558ea0761d,0.752,0.673,-5.792,0.153,0.0538,0,0.133,0.35,0.131391579,0.758017544,0.548561404,7.89E-06,0.110333333,0.371736842,0.420964912
131,Every Breath You Take,The Police,1JSTJqkT5qHq8MDJnJbRE1,,https://i.scdn.co/image/ab67616d0000b273c8e97cafeb2acb85b21a777e,0.82,0.452,-9.796,0.0348,0.543,0.00294,0.0714,0.74,0.12691641,0.599901639,0.687131148,0.101092018,0.155963934,0.087540984,0.65842623
132,Sofia,Clairo,7B3z0ySL9Rr0XvZEAjWZzM,,https://i.scdn.co/image/ab67616d0000b27333ccb60f9b2785ef691b2fbc,0.744,0.619,-9.805,0.039,0.598,0.00372,0.231,0.641,0.438186207,0.709068966,0.499393103,0.051418806,0.171458621,0.056065517,0.582772414
133,Rags2Riches 2 (feat. Lil Baby),Rod Wave,0qJeyYAgv6UpvewUxRXAhb,https://p.scdn.co/mp3-preview/3505bc11b157e51fa39587a46d812686e9351120?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27322ff91d8f39712b1c63bb0d4,0.874,0.443,-9.628,0.241,0.147,0,0.124,0.298,0.275643333,0.681133333,0.54795,9.40E-06,0.1121,0.216303333,0.515533333
134,BOP,DaBaby,6Ozh9Ok6h4Oi1wUSLtBseN,,https://i.scdn.co/image/ab67616d0000b273f2b94b2fda4f08836d6371ba,0.769,0.787,-3.909,0.367,0.189,0,0.129,0.836,0.093112929,0.829282828,0.657626263,2.30E-06,0.170425253,0.284725253,0.629373737
135,RITMO (Bad Boys For Life),Black Eyed Peas,6cy3ki60hLwimwIje7tALf,https://p.scdn.co/mp3-preview/60e9246623919cb164490957ba79af46ceabe237?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2739e57eff8f10bfc9a8dbfe337,0.721,0.716,-7.037,0.0657,0.0334,0.00084,0.237,0.667,0.099243761,0.775089552,0.745925373,0.009894554,0.292940299,0.131756716,0.566686567
136,Fuck Love (feat. Trippie Redd),XXXTENTACION,7AQim7LbvFVZJE3O8TYgf2,https://p.scdn.co/mp3-preview/a6bbae399c7e05f8b3987c3e293e544690e796ce?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273203c89bd4391468eea4cc3f5,0.797,0.533,-9.74,0.0412,0.0172,0.000152,0.103,0.329,0.39909875,0.69875,0.471470313,0.030968247,0.157910938,0.167740625,0.422034375
137,the 1,Taylor Swift,0Jlcvv8IykzHaSmj49uNW8,,https://i.scdn.co/image/ab67616d0000b27395f754318336a07e85ec59bc,0.777,0.357,-6.942,0.0522,0.757,7.28E-06,0.108,0.172,0.179621172,0.604399002,0.637630923,0.000451794,0.154198504,0.052562594,0.430920698
138,Do I Wanna Know?,Arctic Monkeys,5FVd6KXrgO9B3JPmC8OPst,https://p.scdn.co/mp3-preview/73e00a0a59c897b16d0fe30df43f7aeb2997079d?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163,0.548,0.532,-7.596,0.0323,0.186,0.000263,0.217,0.405,0.075266888,0.473083333,0.763683333,0.046156517,0.182461667,0.061671667,0.567573333
139,Take on Me,a-ha,2WfaOiMkCvy7F5fcp2zZ8L,https://p.scdn.co/mp3-preview/0f980d0fac59f77123d0272b78bce97f1374d9e9?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273e8dd4db47e7177c63b0b7d53,0.573,0.902,-7.638,0.054,0.018,0.00125,0.0928,0.876,0.113655111,0.559355556,0.657955556,0.042255631,0.154431111,0.039006667,0.549977778
140,Watermelon Sugar,Harry Styles,1e9oZCCiX42nJl0AcqriVo,https://p.scdn.co/mp3-preview/0c51b5f7ed852504844feebfb4f4b7f099452662?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2737cf2b9825bb43083d123ac22,0.548,0.816,-4.209,0.0465,0.122,0,0.335,0.557,0.268815577,0.541461538,0.586769231,0.016808884,0.156207692,0.035888462,0.406896154
141,XO Tour Llif3,Lil Uzi Vert,7GX5flRQZVHRAGd6B4TmDO,https://p.scdn.co/mp3-preview/7add10ee576e9017030c09aa6d8bcaf682714859?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27341b41e6f7924e530a9b00f9c,0.732,0.75,-6.366,0.231,0.00264,0,0.109,0.401,0.154356765,0.763695473,0.630539095,4.28E-07,0.205406173,0.219206584,0.435478189
142,Old Town Road - Remix,Lil Nas X,2YpeDb67231RjR0MgVLzsG,https://p.scdn.co/mp3-preview/d94ec2ebe62fd52cf038760f57c251c145346bb2?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273c0e7bf5cdd630f314f20586a,0.878,0.619,-5.56,0.102,0.0533,0,0.113,0.639,0.217607692,0.781692308,0.612,5.24E-05,0.1731,0.117461538,0.544230769
143,Daylight,Joji,6Ed1q0X8oSKSm4IIhiQbYg,https://p.scdn.co/mp3-preview/698a400b59f139ec6581c8538992bc7f51fec4b3?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2730e991b59cee17246a5e604d0,0.528,0.749,-7.571,0.0479,0.00488,9.60E-05,0.0949,0.729,0.53353125,0.586583333,0.466104167,0.239641212,0.16069375,0.088322917,0.282308333
144,Sigues Con El,Dimelo Flow,7sQKy5vlPQllr0k9IjYJv3,https://p.scdn.co/mp3-preview/f56625fc4cc304a59ef6b705b1fa24db296f293a?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273cb757053249cfc9b5182d670,0.883,0.668,-2.957,0.113,0.11,0.000529,0.0734,0.676,0.350666667,0.730333333,0.670666667,0.000176333,0.076533333,0.245,0.454
145,I Don't Care (with Justin Bieber),Ed Sheeran,3HVWdVOQ0ZA45FuZGSfvns,https://p.scdn.co/mp3-preview/40d2bf0a16b4a4c7e5747a57943f9c0bbf5bc5ab?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27357cc434093fd4b6af7500fd8,0.798,0.675,-5.041,0.0442,0.0912,0,0.0894,0.842,0.422231006,0.660441558,0.503588312,0.000238144,0.176191558,0.077593506,0.508474026
146,Wow.,Post Malone,7xQAfvXzm3AkraOtGPWIZg,,https://i.scdn.co/image/ab67616d0000b2739478c87599550dd73bfa7e02,0.829,0.539,-7.359,0.208,0.136,1.78E-06,0.103,0.388,0.319397317,0.631585366,0.607841463,0.015336056,0.142212195,0.0846,0.378792683
