id,name,artist,spotify_id,preview,img,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,acousticness_artist,danceability_artist,energy_artist,instrumentalness_artist,liveness_artist,speechiness_artist,valence_artist
2913,Smile,Uncle Kracker,4ZC8hXXqu2hPcDLw9QTdtQ,https://p.scdn.co/mp3-preview/be7278bd9f4601b9d14cb2537160d6576a578cf2?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273b51c32c3c6cabcfe016c08a4,0.541,0.812,-3.764,0.0336,0.203,0,0.42,0.607,0.124719048,0.722142857,0.755666667,1.09E-06,0.257180952,0.043371429,0.761809524
2914,Yo Te Esperare,Cali Y El Dandee,0mGvaKpwLYoybnIoboC3uS,,https://i.scdn.co/image/ab67616d0000b2737b5ce333949f95a6ec6e0e11,0.481,0.81,-5.704,0.133,0.234,0,0.0809,0.328,0.106575,0.620416667,0.783166667,1.56E-07,0.166333333,0.126766667,0.597833333
2915,You Can't Stop The Girl (From Disney's "Maleficent: Mistress of Evil"),Bebe Rexha,1i3z3GR1JtLswOSJNO0BQw,https://p.scdn.co/mp3-preview/1a42a795794298a01897c682495534a8e1b7b20a?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273160c4f893854c46e691b8ec7,0.394,0.718,-6.336,0.0607,0.706,0,0.116,0.247,0.134306667,0.626861111,0.676138889,3.63E-07,0.175958333,0.081108333,0.433027778
2916,Home - 2019 - Remaster,Edward Sharpe & The Magnetic Zeros,7KWGfnsUU4Ri46TIvjpAPx,https://p.scdn.co/mp3-preview/ecc427a12e60ff599a76469160d7bde983f6cf95?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27374a6778deef25cbf7195dfb6,0.53,0.634,-5.759,0.0311,0.249,0.000622,0.0979,0.106,0.366833333,0.537166667,0.622,0.019714667,0.128883333,0.043216667,0.398
2917,Something About Us,Daft Punk,1NeLwFETswx8Fzxl2AFl91,https://p.scdn.co/mp3-preview/a375c0a23d437a92c225a058d83d355b42042a89?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2738b56fd8fb9f486c7ebd2303a,0.875,0.475,-12.673,0.0986,0.44,0.72,0.046,0.384,0.230076544,0.623264968,0.626898089,0.543886435,0.194703822,0.095534395,0.404098089
2918,Have You Ever Really Loved A Woman?,Bryan Adams,32Gf5A7Hr8RdgggXG0Fdks,,https://i.scdn.co/image/ab67616d0000b273224985553276e439be6640e3,0.57,0.478,-10.185,0.0322,0.536,1.33E-05,0.0931,0.358,0.18548994,0.488195489,0.635225564,0.002003645,0.332615038,0.036557143,0.455482707
2919,Mr. Vain - Original Radio Edit,Culture Beat,4ih3dyFZoeTdaeJW9mPbOI,https://p.scdn.co/mp3-preview/7e311365f30148e3dbff9efc1fce42331dd48fb9?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273ac84d8bd8b1e6f9752dc361e,0.703,0.997,-7.666,0.0399,0.0726,0.0235,0.123,0.391,0.040368333,0.682333333,0.967333333,0.1101,0.230333333,0.039766667,0.444
2920,Tempo Perdido,Legiao Urbana,7MnT7msJZg3XBAS0OTfGrB,,https://i.scdn.co/image/ab67616d0000b2731eb5e996639036a49b09f1e5,0.293,0.662,-13.076,0.0486,0.0079,0.00112,0.271,0.221,0.095792486,0.527428571,0.554785714,0.042102086,0.152242857,0.039557143,0.564428571
2921,I Get Around,2Pac,4voEoczU7Ijborps9XF1n3,,https://i.scdn.co/image/ab67616d0000b2737f6f6c9e4b492a3d7e910d82,0.846,0.416,-13.767,0.118,0.156,9.34E-06,0.238,0.645,0.131851509,0.77690785,0.708177474,0.007405552,0.224146758,0.223463481,0.610143345
2922,Everlong - Acoustic Version,Foo Fighters,3QmesrvdbPjwf7i40nht1D,https://p.scdn.co/mp3-preview/1c0b55249a31c0b33fe4689c7308169a4f99604c?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273136d7250568820409f8fdd60,0.643,0.344,-11.342,0.0349,0.909,0.0112,0.106,0.547,0.081633258,0.4205,0.806819444,0.11224967,0.220980556,0.053570833,0.396284722
2923,It Ain't Over 'Til It's Over,Lenny Kravitz,6VnpKLtfNH4Dk09YSGPSyR,,https://i.scdn.co/image/ab67616d0000b273bfc19627a4a3a604c0a195e5,0.679,0.568,-10.74,0.0423,0.422,0.00928,0.322,0.93,0.115850374,0.610888889,0.619962963,0.036500949,0.190003704,0.056596296,0.618888889
2924,Vuelve,Daddy Yankee,0gCPvo1GkbtPhMqg5Gbx1K,,https://i.scdn.co/image/ab67616d0000b273ec748231035512e229a1376e,0.734,0.531,-5.662,0.0321,0.196,0,0.119,0.199,0.151910625,0.7576875,0.814222222,0.003293281,0.190216667,0.106913889,0.731840278
2925,Somewhere Only We Know,Keane,0ll8uFnc0nANY35E0Lfxvg,,https://i.scdn.co/image/ab67616d0000b273045d0a38105fbe7bde43c490,0.453,0.655,-4.22,0.0259,0.0794,7.61E-06,0.0849,0.368,0.749,0.6705,0.33,3.28E-06,0.1335,0.03475,0.615
2926,So Far Away (feat. Jamie Scott & Romy Dya),Martin Garrix,0OlnLZY4cmQzT6ZGttvWBM,https://p.scdn.co/mp3-preview/fda16b2ef0486ac25babc865cd01ac9a60c21f20?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2732bfb97c135445f83927049ca,0.526,0.52,-7.985,0.0569,0.435,0,0.197,0.13,0.105263154,0.589384615,0.756692308,0.306625273,0.288815385,0.041188462,0.231138462
2927,Get Ur Freak On,Missy Elliott,6zsk6uF3MxfIeHPlubKBvR,https://p.scdn.co/mp3-preview/377a872a710350a8aa969597d4a5a9979fa37d54?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2732e3969990abe1229c0879a7b,0.797,0.75,-9.369,0.247,0.533,0.108,0.095,0.74,0.186275263,0.803723684,0.617736842,0.010647124,0.180269737,0.201410526,0.641328947
2928,I Hate Myself for Loving You,Joan Jett & The Blackhearts,2HXixVqzzm9rEUIMAWzshl,https://p.scdn.co/mp3-preview/8d32225893cce3ef674511fe1e0ec408bc36fcfe?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2735007b18ab5bd6a417ffa014f,0.611,0.883,-11.225,0.0539,0.0846,1.20E-06,0.192,0.604,0.119554563,0.4933125,0.83003125,0.014128248,0.23539375,0.081059375,0.65634375
2929,Los Malaventurados No Lloran,PANDA,66PRDvzBHhbcdbc4T4mrZY,https://p.scdn.co/mp3-preview/90cefb4ccacccba7e3ed0e6312e6693d50ae4913?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273bcf00b6bf2045d79c5520334,0.488,0.897,-6.503,0.114,0.00904,5.91E-05,0.311,0.814,0.0952,0.618,0.628,0.000263,0.157,0.0864,0.862
2930,Greedy,Ariana Grande,2tpIAmAq9orm1Owh5pja1w,,https://i.scdn.co/image/ab67616d0000b2735f9393fda71e7df39b34defd,0.619,0.705,-5.335,0.099,0.0323,0,0.0919,0.844,0.228658471,0.628872611,0.608917197,0.001027057,0.200320382,0.088202548,0.459279618
2931,Derniere danse,Indila,65uoaqX5qcjXZRheAj1qQT,,https://i.scdn.co/image/ab67616d0000b2734ae8ff731c49965bf2083405,0.669,0.449,-7.658,0.0489,0.184,0,0.0729,0.327,0.1435,0.6315,0.5735,0,0.12295,0.04585,0.3515
2932,Lost in the Woods,Jonathan Groff,7namdlOhbtsc8FvoSafOQt,,https://i.scdn.co/image/ab67616d0000b2736ff59d18c018a2845758deed,0.366,0.478,-6.972,0.0277,0.695,8.91E-06,0.124,0.293,0.488809091,0.591272727,0.502272727,8.10E-07,0.199954545,0.083977273,0.475590909
2933,Don't Check On Me (feat. Justin Bieber & Ink),Chris Brown,7ILEWkpfdK6AjH2D7jppWk,https://p.scdn.co/mp3-preview/f65d089cedfbacb7ba345301469ef642438699b9?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2739e588b0c2afe8178b2b76231,0.66,0.395,-5.242,0.0333,0.873,0,0.112,0.678,0.101892438,0.660851064,0.640302128,7.83E-05,0.17256383,0.130031489,0.486374468
2934,Ex-Factor,Ms. Lauryn Hill,2VjXGuPVVxyhMgER3Uz2Fe,https://p.scdn.co/mp3-preview/ef5750898e63b9c1dd6d7ac18feee2abaf5fedfb?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273e08b1250db5f75643f1508c9,0.593,0.619,-9.003,0.0976,0.118,0,0.484,0.668,0.268405357,0.636375,0.568375,0.000397968,0.266725,0.223775,0.627160714
2935,Una Mattina,Ludovico Einaudi,0Dkibk70FDp6t7eOZNemNQ,,https://i.scdn.co/image/ab67616d0000b273c0c021c0ac135d923b3a0ddc,0.231,0.0297,-31.544,0.0579,0.991,0.878,0.0742,0.07,0.968833333,0.232891667,0.132405833,0.8845,0.100125,0.047941667,0.068233333
2936,SOS,Rihanna,30cSNer6TV8x2utjULVeQ5,,https://i.scdn.co/image/ab67616d0000b273d744a51e193d52170070062b,0.677,0.671,-4.905,0.0361,0.004,5.07E-05,0.413,0.527,0.150559049,0.634357843,0.674759804,0.004765474,0.166439216,0.08275,0.485110784
2937,Survival of the Fittest,Mobb Deep,7N1Vjtzr1lmmCW9iasQ8YO,https://p.scdn.co/mp3-preview/12ee50cc4ba06b938d5a1c118089a99ef2307a5b?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273a2203fa0656cede30f879b97,0.813,0.703,-5.077,0.268,0.125,1.26E-06,0.237,0.241,0.162512787,0.738770492,0.701721311,0.000414258,0.203170492,0.329655738,0.549918033
2938,False Alarm,The Weeknd,4oeaIftdpT3JuZLcCkKmVE,,https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452,0.517,0.677,-6.373,0.0746,0.0324,3.37E-05,0.189,0.192,0.271439469,0.574808163,0.607873469,0.010594388,0.201727755,0.086811429,0.305189388
2939,Color Esperanza,Diego Torres,3T07pNAEVr9adeIG9i1ex4,https://p.scdn.co/mp3-preview/0fef1398cb91be3b185facc8c38ad0ecc3ea61d4?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273cadff4b84b0789b7a589edaf,0.618,0.876,-6.253,0.0538,0.342,0,0.0828,0.773,0.177953846,0.626076923,0.695538462,1.62E-05,0.266538462,0.047261538,0.592307692
2940,Asi Es la Vida,Elefante,3q2aVABxuztNi3iS6h6qdB,https://p.scdn.co/mp3-preview/14ab6cb4c34efe7006433bc84331eaf979fb232a?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273366b39607999ac39405f187e,0.799,0.664,-8.16,0.0899,0.134,0,0.146,0.631,0.18736,0.663461538,0.643384615,5.19E-05,0.128453846,0.049261538,0.606
2941,Just Like Fire (From the Original Motion Picture "Alice Through The Looking Glass"),P!nk,7K5dzhGda2vRTaAWYI3hrb,https://p.scdn.co/mp3-preview/83d05419cf01beffffee8761e273044e161ffd1f?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2732002a63b1572e5cd031ab78f,0.632,0.701,-5.921,0.146,0.0114,0,0.108,0.497,0.103996314,0.618732558,0.733651163,0.000744471,0.171455814,0.065036047,0.528302326
2942,Give Me One Reason,Tracy Chapman,4vDBJeeQCbhP9FaPPMsYkY,https://p.scdn.co/mp3-preview/21e293c4edf7cc7134436e5ac63705e18cc306da?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2736b38571f15487588ed53032f,0.608,0.419,-10.016,0.0331,0.602,7.58E-06,0.108,0.602,0.43357,0.6435,0.345993333,0.001975876,0.161863333,0.051203333,0.5144
2943,Lost in the Fire (feat. The Weeknd),Gesaffelstein,2vXKRlJBXyOcvZYTdNeckS,https://p.scdn.co/mp3-preview/4a66f2cb9b135677eb5f3eebcb150e7823d96113?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273011a2f51fe757fafe13a0c2e,0.658,0.671,-12.21,0.0363,0.0933,0.000927,0.115,0.166,0.114717778,0.568444444,0.727222222,0.381607889,0.140333333,0.075655556,0.191733333
2944,Press,Cardi B,6dPyzkyZwoj9LqjQXOFdVv,https://p.scdn.co/mp3-preview/18a4b26ead90425c3b671deb85eb2f74521a7614?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273401a157b4661f415d3a3d819,0.888,0.525,-5.665,0.305,0.029,5.68E-06,0.137,0.243,0.148896167,0.828916667,0.67225,0.000344751,0.15328,0.200613333,0.52065
2945,The Way It Is,Bruce Hornsby,6V50MyHPGhEmwYu0Wdyf0t,https://p.scdn.co/mp3-preview/d87641869fb1c6b8a341e83a9dea111ec0e0e3da?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2731b19d3175e73fa23b8f7f199,0.582,0.689,-12.203,0.0277,0.607,0.0571,0.145,0.531,0.4009,0.540944444,0.582944444,0.007282557,0.143183333,0.031277778,0.566111111
2946,Ninety,Jaden,2jdw2tc29bqJwToyGvKgJm,,https://i.scdn.co/image/ab67616d0000b2736aafb01504b69173c877bdca,0.398,0.69,-6.809,0.0631,0.384,0.000437,0.129,0.174,0.20174,0.602777778,0.673703704,0.051336233,0.214540741,0.157459259,0.3136
2947,Tightrope,Michelle Williams,0GVuLQtPXFaL18ijEOqoAa,https://p.scdn.co/mp3-preview/b00b3aa53ae0a27059c71a67ff78c09abb1ae601?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273128057b40732c042c86de1dd,0.351,0.331,-10.316,0.0382,0.3,9.14E-06,0.0919,0.191,0.2715,0.308,0.3215,4.57E-06,0.0906,0.04755,0.1454
2948,Como Una Novela,Los Acosta,43Z6YxVTYyr5ewyo2uepdy,,https://i.scdn.co/image/ab67616d0000b2730017188a11ce16aba2bbfda0,0.756,0.565,-9.832,0.0287,0.309,0.00128,0.243,0.655,0.227243902,0.686536585,0.697073171,0.01340867,0.209717073,0.032736585,0.766292683
2949,Kraazy,Likybo,3s2Qd1rsWqbvOoxpFTRp8D,https://p.scdn.co/mp3-preview/c66adcee5c61ab72a52ebdd17e9c66284b61502f?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273d1a7266056739f304c1a6387,0.689,0.701,-9.477,0.237,0.314,0,0.123,0.37,0.314,0.689,0.701,0,0.123,0.237,0.37
2950,Better Luck Next Time,Kelsea Ballerini,7vejWqYK7NFsxbxQsAjTrC,https://p.scdn.co/mp3-preview/6b0802ed7e77790df77579d223280b1fae2e0351?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273cf20aa3eaf47da2756f4a129,0.373,0.477,-6.391,0.0819,0.226,0,0.0879,0.531,0.198632258,0.55583871,0.624870968,2.15E-06,0.132935484,0.047832258,0.466935484
2951,I Miss Having Sex But At Least I Don't Wanna Die Anymore,Waterparks,2Rmw7J0krEU75ffhkaK93D,https://p.scdn.co/mp3-preview/92dba1ec32d88cd6b53a3b8881d3f0eed0e5797d?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2733cd2ff03a508f5314a626701,0.582,0.81,-4.104,0.106,0.0763,0,0.351,0.874,0.05015,0.5815,0.866,0,0.2765,0.0863,0.735
2952,Atrevete,Nicky Jam,26Qhn2T88XqVinXQpmSarj,https://p.scdn.co/mp3-preview/5920033084c8b49b80d96f47fabbaa747081af55?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273072a21c666bf2f7b3fababef,0.552,0.675,-3.824,0.297,0.311,0,0.119,0.586,0.213640984,0.742409836,0.739737705,4.98E-05,0.16085082,0.11104918,0.721672131
2953,NEW MAGIC WAND,"Tyler, The Creator",0fv2KH6hac06J86hBUTcSf,https://p.scdn.co/mp3-preview/58710a799e86472a166e050ffbb9d76121a3b01e?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2737005885df706891a3c182a57,0.621,0.73,-5.414,0.107,0.0967,0.000131,0.673,0.464,0.194554959,0.553979452,0.640938356,0.021244957,0.313289726,0.268794521,0.465593151
2954,Incredible,James TW,5bZeugrr7oIATt1CLJuhT4,,https://i.scdn.co/image/ab67616d0000b2736f6fd002ef1fc6b1f3f90c87,0.556,0.589,-6.209,0.0431,0.306,0,0.147,0.264,0.28875,0.6405,0.503625,1.33E-06,0.1304875,0.04645,0.438125
2955,Another Life,Motionless In White,0YZEYxd1oiqZRFhnnmTKKi,https://p.scdn.co/mp3-preview/90e8061dbb4948ea3fd2901908ae7dece04e06fc?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273daa4a83d2f794c1e31265dab,0.39,0.939,-3.828,0.0787,5.08E-05,0,0.0968,0.495,0.007217093,0.3446,0.855533333,0.056086424,0.208693333,0.0988,0.282346667
2956,Crew Love,Drake,0V4l4GQhgnWQGtCWpvA7va,,https://i.scdn.co/image/ab67616d0000b273c7ea04a9b455e3f68ef82550,0.418,0.546,-9.057,0.238,0.227,0,0.229,0.294,0.908675676,0.424243243,0.306054054,0.000270235,0.244551351,0.111381081,0.435297297
2957,Gecko (Overdrive) - Radio Edit,Oliver Heldens,483XiZ5o13Cc1zoWV7jGml,https://p.scdn.co/mp3-preview/9ed94074e04a78652aecf9f4c58ebffe9cd16fbd?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273889f287fb90897d2503cb625,0.609,0.885,-5.469,0.0642,0.00521,1.15E-05,0.336,0.76,0.015336667,0.699,0.809,0.000366167,0.157666667,0.047233333,0.602
2958,Small Talk,Katy Perry,4NmE2ytXI8S2svTRSmEdpO,,https://i.scdn.co/image/ab67616d0000b273ca8df8b9b457e55e07faea2d,0.846,0.631,-5.547,0.1,0.203,0,0.455,0.602,0.094791117,0.660198198,0.745810811,3.34E-05,0.201233333,0.053163063,0.621234234
2959,Shepherd of Fire,Avenged Sevenfold,1fQaoh3imrMunWVZh5kf90,https://p.scdn.co/mp3-preview/5e5c3d372ec98fb7ae98cdb723eb7ed6cf86ce6d?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2730ea1ecb2d5271c2db402b0c2,0.576,0.906,-7.677,0.0571,0.000332,0.0614,0.0908,0.211,0.011313763,0.443709677,0.886822581,0.022276884,0.195903226,0.062458065,0.384601613
2960,Who Knew,P!nk,7uYl7xgDeAOHP98obvrJvB,https://p.scdn.co/mp3-preview/333e86ac45cda9d9d8af7e245b5cc961c8b0ddd2?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273b44f4351afe9c3b3919663f4,0.688,0.734,-4.569,0.0274,0.00462,0,0.0756,0.46,0.103996314,0.618732558,0.733651163,0.000744471,0.171455814,0.065036047,0.528302326
2961,Reckless,Healy,3UJS9aEUbtYO8kMl1IK1r3,https://p.scdn.co/mp3-preview/d418b8fda181f353e7335e9ec7dbc252ede97c04?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273a172f60f5608561ec9b9abbd,0.849,0.362,-8.585,0.41,0.519,1.62E-05,0.233,0.419,0.4425,0.78775,0.3585,0.007423775,0.12745,0.3642,0.34175
2962,RIP Roach,XXXTENTACION,658I1uDnmLSiltFCf98AWE,https://p.scdn.co/mp3-preview/ebe1838f637df1bdb0a0da641252ed9e2be75fb6?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2735485ea186d6971e18fabcc2f,0.727,0.62,-6.443,0.306,0.398,0,0.0926,0.555,0.39909875,0.69875,0.471470313,0.030968247,0.157910938,0.167740625,0.422034375
2963,Suit & Tie (feat. Jay-Z),Justin Timberlake,6vt0I1cw1YmAIKDJvHVIM5,https://p.scdn.co/mp3-preview/2744b13afca5b0b22439b7d49d3505364c5735d1?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273db1d1cdc927a07825a2ed244,0.795,0.596,-3.799,0.219,0.103,0,0.164,0.357,0.202713652,0.680443478,0.636217391,0.013019814,0.240909565,0.104457391,0.570874783
2964,Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),Arcangel,6NSMQFKgjpQb0KkjMDYIK0,https://p.scdn.co/mp3-preview/fa1a04e58e875c926c9e9660feec234d4390a991?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2739bf23abed0a1e730a90d3490,0.815,0.514,-9.446,0.361,0.54,0,0.611,0.623,0.219888,0.785222222,0.677622222,0.000262913,0.220697778,0.133193333,0.611711111
2965,Diamond In My Pocket,Cody Johnson,24Nt4OalWDICkEKVy81X6k,https://p.scdn.co/mp3-preview/861973a96874acdaa4cd60654089009daabd86e0?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27324e784b1db997c872898f69e,0.546,0.838,-3.51,0.0319,0.27,1.24E-05,0.0841,0.719,0.276085152,0.539727273,0.613939394,6.61E-05,0.156581818,0.032984848,0.509606061
2966,Rivers and Roads,The Head and the Heart,20svOpmCQao5GUBgSu8zDe,https://p.scdn.co/mp3-preview/0660a1937792928f2a7406e33b5cba06b029c927?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2737656c03fcc99c618582b5e78,0.494,0.194,-8.965,0.0352,0.699,2.98E-05,0.0803,0.161,0.372036,0.50995,0.55275,0.068348589,0.198505,0.03236,0.39365
2967,So Good At Being in Trouble,Unknown Mortal Orchestra,5VarZFY00sO54HErJ3TPCI,https://p.scdn.co/mp3-preview/9e838a74e02187cb0a540636365500e6c4ff594e?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273d4c801e232fceb86e9dc539a,0.829,0.435,-10.136,0.0515,0.0363,0.878,0.119,0.594,0.262471429,0.772714286,0.639714286,0.336268857,0.1777,0.064457143,0.645714286
2968,Here's to Never Growing Up,Avril Lavigne,0qwcGscxUHGZTgq0zcaqk1,https://p.scdn.co/mp3-preview/5e12aef0672ca9ff52bac7af1796dfe02fb1d19d?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273817da73d6641ddbcc0a50363,0.482,0.873,-3.145,0.0853,0.0111,0,0.409,0.737,0.020673323,0.516209877,0.825234568,0.010522745,0.242530864,0.058575309,0.492407407
2969,I Can't Carry This Anymore,Anson Seabra,1NNnmmBEaId0uoWfvtNd8F,https://p.scdn.co/mp3-preview/f8729920df2f18985ee2b119f84aa394f6a5341e?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273e8c7efd8220843e69ce2291e,0.451,0.0873,-16.815,0.063,0.907,2.46E-06,0.354,0.456,0.947333333,0.5725,0.1114,1.44E-06,0.166966667,0.058266667,0.325666667
2970,Herside Story,GoldLink,564oa00vY05d1uYnTEAAmE,https://p.scdn.co/mp3-preview/dedafbcffbbc4f435f87f1515b7932960cd7278f?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2737bcd3cd54e8399ae38cc6e64,0.885,0.595,-5.487,0.286,0.656,4.42E-06,0.105,0.754,0.181288889,0.701444444,0.654333333,0.00182238,0.107055556,0.193222222,0.530666667
2971,Only Wanna Be with You,Hootie & The Blowfish,1OFKUn2VLafrHj7ybnap0Q,https://p.scdn.co/mp3-preview/26646342adf596713462ac6eba52a61340df467c?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273820d2376b2fb84aa99823903,0.49,0.873,-5.861,0.0355,0.107,5.19E-06,0.118,0.513,0.189994848,0.46530303,0.724454545,0.000187163,0.214148485,0.0369,0.571575758
2972,I Just Can't Wait to Be King - From "The Lion King"/Soundtrack Version,Jason Weaver,0qxtQ8rf3W1nId3D2r0xH4,,https://i.scdn.co/image/ab67616d0000b273660aadbda2da6b1c2dd3d1a5,0.689,0.533,-14.205,0.0544,0.321,7.37E-05,0.0958,0.898,0.34872,0.609,0.5632,2.06E-05,0.15456,0.13688,0.8454
2973,El Perdedor,Aventura,27ze5t5tIDPlVits0KRbxT,https://p.scdn.co/mp3-preview/3cfe45b2ee939909a5bb1ba75d655edb7761b307?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273c28a6d0f6ed7b540f8208543,0.779,0.589,-10.645,0.0345,0.332,0,0.12,0.894,0.385927215,0.797397849,0.597709677,0.005046551,0.191864516,0.050008602,0.868236559
2974,UP LIKE AN INSOMNIAC - Freestyle,XXXTENTACION,5UJ3N25ukIruG4Do8RDHra,,https://i.scdn.co/image/ab67616d0000b273938bd531c90d7bc2d15caebf,0.979,0.401,-7.401,0.407,0.0829,0.011,0.0657,0.411,0.39909875,0.69875,0.471470313,0.030968247,0.157910938,0.167740625,0.422034375
2975,Without Me (with Juice WRLD),Halsey,6Zc5f20q7sOe1IC1c1jQvZ,,https://i.scdn.co/image/ab67616d0000b27384a5651f3ab1604570ea0405,0.744,0.514,-6.103,0.0746,0.355,0,0.184,0.449,0.169645631,0.586116505,0.679436893,0.000153364,0.183359223,0.067295146,0.425062136
2976,Je veux,Zaz,734dz1YaFITwawPpM25fSt,https://p.scdn.co/mp3-preview/fb133222bf0d0f8a5ccc8940270742c1b7baffb3?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2733b5969aba116e8248a3e6369,0.525,0.807,-6.366,0.0725,0.251,0,0.0504,0.741,0.545,0.293,0.133,0.00296,0.298,0.0336,0.241
2977,Spice Girl,Amine,4HW5kSQ8M2IQWZhSxERvla,,https://i.scdn.co/image/ab67616d0000b27360282020360f5048976275aa,0.693,0.46,-7.912,0.226,0.392,0,0.157,0.873,0.233784444,0.731777778,0.515592593,0.002269541,0.163762963,0.240796296,0.601703704
2978,Let You Go,Machine Gun Kelly,1beqtQO0aIc1dWsXr97Iji,,https://i.scdn.co/image/ab67616d0000b27385481706e2f485b9d5b7c719,0.601,0.819,-3.835,0.101,0.197,0,0.161,0.21,0.078171877,0.683851852,0.732765432,0.004140788,0.169664198,0.133093827,0.368375309
2979,Pasarela,Nejo & Dalmata,1MfqPCs3Y722VK6zkWZ98Z,,https://i.scdn.co/image/ab67616d0000b2734a2cfa7ff9391b0b9d83fab1,0.798,0.821,-6.143,0.0596,0.0985,5.84E-06,0.178,0.525,0.14316,0.7938,0.8102,3.00E-06,0.21294,0.0654,0.7356
2980,Walk Man,Tiny Meat Gang,1xFfbxmfenEpn4WawGWXiA,https://p.scdn.co/mp3-preview/d9fa61319621b82d11ee9cee123375cfbad9ea6e?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2735bcae9900745a278542387ec,0.928,0.696,-4.972,0.0866,0.331,0.000119,0.121,0.396,0.149,0.875333333,0.648,0.000355333,0.128666667,0.122866667,0.592
2981,London Boy,Taylor Swift,1LLXZFeAHK9R4xUramtUKw,,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647,0.695,0.71,-6.639,0.05,0.0246,0.000104,0.133,0.557,0.179621172,0.604399002,0.637630923,0.000451794,0.154198504,0.052562594,0.430920698
2982,Birthday Sex,Jeremih,16XNk3bVCSHXN1rlwbXtHb,,https://i.scdn.co/image/ab67616d0000b2733ef4572e653cc08326c9551a,0.677,0.523,-5.603,0.0439,0.295,0,0.15,0.446,0.234867081,0.651351351,0.553891892,0.001390219,0.143375676,0.147318919,0.391804054
